  1.5510000e-006  3.8766792e+000  4.0256414e+000
  2.0329685e+000  3.8840053e+000  4.0134315e+000
  4.0659356e+000  3.8766792e+000  4.0451775e+000
  6.0989027e+000  3.8791213e+000  3.9816854e+000
  8.1318693e+000  3.8791213e+000  3.9841273e+000
  1.0164837e+001  3.8766792e+000  3.9865694e+000
  1.2197803e+001  3.8791213e+000  3.7496951e+000
  1.4230771e+001  3.8742373e+000  4.0647135e+000
  1.6263739e+001  3.8766792e+000  3.9841273e+000
  1.8296705e+001  3.8791213e+000  3.9987793e+000
  2.0329672e+001  3.8766792e+000  3.9792433e+000
  2.2362638e+001  3.8766792e+000  3.5934069e+000
  2.4395605e+001  3.8791213e+000  3.9841273e+000
  2.6428574e+001  3.8791213e+000  3.9841273e+000
  2.8461540e+001  3.8766792e+000  3.9987793e+000
  3.0494507e+001  3.8766792e+000  4.0109892e+000
  3.2527473e+001  3.8717952e+000  4.0695972e+000
  3.4560440e+001  3.8791213e+000  3.9719174e+000
  3.6593407e+001  3.8766792e+000  4.0256414e+000
  3.8626373e+001  3.8791213e+000  4.0109892e+000
  4.0659344e+001  3.8766792e+000  3.9914534e+000
  4.2692310e+001  3.8766792e+000  4.0183153e+000
  4.4725277e+001  3.8791213e+000  3.9841273e+000
  4.6758244e+001  3.8669112e+000  3.9865694e+000
  4.8791210e+001  3.8766792e+000  3.9841273e+000
  5.0824177e+001  3.8766792e+000  4.0109892e+000
  5.2857143e+001  3.8791213e+000  4.0085473e+000
  5.4890110e+001  3.8791213e+000  3.9352872e+000
  5.6923077e+001  3.8791213e+000  4.0134315e+000
  5.8956047e+001  3.8791213e+000  4.0647135e+000
  6.0989014e+001  3.8717952e+000  3.8620272e+000
  6.3021980e+001  3.8766792e+000  3.9914534e+000
  6.5054947e+001  3.8766792e+000  4.0451775e+000
  6.7087914e+001  3.8766792e+000  3.9987793e+000
  6.9120880e+001  4.3748479e+000  3.9816854e+000
  7.1153847e+001  4.3748479e+000  3.9816854e+000
  7.3186813e+001  4.3748479e+000  3.9938953e+000
  7.5219780e+001  4.3748479e+000  4.0329676e+000
  7.7252747e+001  4.3748479e+000  4.0085473e+000
  7.9285713e+001  4.3748479e+000  4.0647135e+000
  8.1318680e+001  4.3748479e+000  4.0329676e+000
  8.3351646e+001  4.3748479e+000  4.0280833e+000
  8.5384621e+001  4.3748479e+000  4.0525036e+000
  8.7417587e+001  4.3748479e+000  4.0378513e+000
  8.9450554e+001  4.3748479e+000  4.0647135e+000
  9.1483521e+001  4.3748479e+000  4.0647135e+000
  9.3516487e+001  4.3748479e+000  4.0573874e+000
  9.5549454e+001  4.3748479e+000  4.0525036e+000
  9.7582420e+001  4.3748479e+000  4.0573874e+000
  9.9615387e+001  4.3748479e+000  4.0891333e+000
  1.0164835e+002  4.3748479e+000  4.1184373e+000
  1.0368132e+002  4.3748479e+000  4.1428576e+000
  1.0571429e+002  4.3724055e+000  4.1013436e+000
  1.0774725e+002  4.3748479e+000  4.0989013e+000
  1.0978022e+002  4.3748479e+000  4.1233215e+000
  1.1181319e+002  4.3748479e+000  4.1330895e+000
  1.1384615e+002  4.3748479e+000  4.1404157e+000
  1.1587912e+002  3.8791213e+000  4.1575093e+000
  1.1791209e+002  3.8840053e+000  4.0720396e+000
  1.1994505e+002  3.8766792e+000  4.1379733e+000
  1.2197803e+002  3.8791213e+000  4.1452994e+000
  1.2401099e+002  3.8791213e+000  4.3772898e+000
  1.2604396e+002  3.8620272e+000  4.1013436e+000
  1.2807692e+002  3.8791213e+000  4.1428576e+000
  1.3010989e+002  3.8620272e+000  4.1526256e+000
  1.3214285e+002  3.8766792e+000  4.0622716e+000
  1.3417583e+002  3.8766792e+000  3.8864472e+000
  1.3620879e+002  3.8815632e+000  4.1257634e+000
  1.3824176e+002  3.8791213e+000  4.1013436e+000
  1.4027472e+002  4.3748479e+000  4.1428576e+000
  1.4230769e+002  4.3748479e+000  4.1062274e+000
  1.4434067e+002  4.3748479e+000  4.1013436e+000
  1.4637363e+002  4.3748479e+000  4.1208796e+000
  1.4840660e+002  4.3748479e+000  4.1501837e+000
  1.5043956e+002  4.3748479e+000  4.1452994e+000
  1.5247253e+002  4.3748479e+000  4.1379733e+000
  1.5450549e+002  4.3748479e+000  4.1599517e+000
  1.5653847e+002  4.3748479e+000  4.1819296e+000
  1.5857143e+002  4.3748479e+000  4.2014656e+000
